"anio","mes","tot_Extorsion","tot_Homicidio","tot_Resto","tot_Robo_vehi","tot_Secuestro","tot_incid","tot_pob","tasa_incid","tasa_homic","tasa_extor","tasa_secue"
2015,3,430,1266,115064,13737,76,130573,121347800,107.602280387448,1.04328220206712,0.354353354572559,0.0626298952267779
2015,4,471,1332,113232,12506,85,127626,121347800,105.173723792273,1.09767132160616,0.388140534892268,0.0700465933457384
2015,5,442,1438,116488,13005,96,131469,121347800,108.340653889069,1.18502354389614,0.36424228539784,0.0791114466022458
2015,6,441,1387,117190,13201,107,132326,121347800,109.046888365508,1.1429955878887,0.363418207829067,0.0881762998587531
2015,7,434,1393,114577,13020,79,129503,121347800,106.720517388861,1.14794005330134,0.357649664847653,0.0651021279330981
2015,8,406,1556,113778,13559,64,129363,121347800,106.605146529232,1.2822646970114,0.334575492921998,0.0527409644014972
2015,9,389,1424,114952,13796,79,130640,121347800,107.657493584556,1.17348645793331,0.32056617425285,0.0651021279330981
2015,10,447,1398,118925,14016,84,134870,121347800,111.143341700468,1.1520604411452,0.368362673241707,0.0692225157769651
2015,11,388,1455,112500,14113,91,128547,121347800,105.932699233113,1.19903286256529,0.319742096684077,0.0749910587583788
2015,12,387,1405,105357,13289,103,120541,121347800,99.3351342175136,1.15782898412662,0.318918019115303,0.0848799895836595
2016,1,373,1457,101659,13164,78,116731,122715165,95.1235326131045,1.18730231915509,0.303955912865374,0.0635618262828396
2016,2,386,1481,109243,13665,84,124859,122715165,101.74700086986,1.2068598041652,0.314549550579181,0.0684511975353657
2016,3,388,1574,114266,14152,86,130466,122715165,106.316118305346,1.28264505857935,0.316179340996689,0.0700809879528745
2016,4,388,1529,120412,13493,98,135920,122715165,110.760556773892,1.24597477418541,0.316179340996689,0.0798597304579267
2016,5,348,1759,122637,13882,84,138710,122715165,113.034114406316,1.43340067219891,0.283583532646515,0.0684511975353657
2016,6,465,1654,123935,13171,90,139315,122715165,113.527126007613,1.3478366752797,0.378926272070775,0.0733405687878919
2016,7,480,1859,119884,13757,106,136086,122715165,110.895829378545,1.51489019307434,0.39114970020209,0.0863788921279615
2016,8,486,1946,124356,14125,83,140996,122715165,114.896964853529,1.58578607623597,0.396039071454616,0.0676363023266114
