"anio","mes","tot_Extorsion","tot_Homicidio","tot_Resto","tot_Robo_vehi","tot_Secuestro","tot_incid","tot_pob","tasa_incid","tasa_homic","tasa_extor","tasa_secue"
2016,9,428,1961,126287,14674,87,143437,122715165,116.886124058098,1.59800950436729,0.348775149346864,0.0708958831616288
2016,10,529,1820,126439,14636,107,143531,122715165,116.962724207721,1.48310927993292,0.431079565431053,0.0871937873367159
2016,11,471,1866,120868,14690,117,138012,122715165,112.465317550606,1.52059445953562,0.383815643323301,0.0953427394242594
2016,12,530,1846,122825,15066,107,140374,122715165,114.390100033684,1.50429655536054,0.431894460639808,0.0871937873367159
2017,1,560,1960,126043,16123,99,144785,124041731,116.722814840435,1.58011338942053,0.451460968405867,0.0798118497717514
2017,2,472,1870,120461,15005,91,137899,124041731,111.171457289644,1.5075571623553,0.380517101942088,0.0733624073659533
2017,3,490,2039,137864,16451,100,156944,124041731,126.525161116947,1.64380163317779,0.395028347355133,0.0806180300724762
2017,4,435,1999,124294,15468,92,142288,124041731,114.709782629525,1.6115544211488,0.350688430815271,0.0741685876666781
2017,5,533,2218,140935,16746,100,160532,124041731,129.417736035947,1.78810790700752,0.429694100286298,0.0806180300724762
2017,6,517,2261,142034,16514,107,161433,124041731,130.1441044869,1.82277365993869,0.416795215474702,0.0862612921775495
2017,7,417,2084,132231,16758,92,151582,124041731,122.202422344461,1.6800797467104,0.336177185402226,0.0741685876666781
2017,8,526,2181,142854,17767,99,163427,124041731,131.751628006546,1.75827923588071,0.424050838181225,0.0798118497717514
2017,9,494,2217,133735,17115,88,153649,124041731,123.868797026059,1.7873017267068,0.398253068558032,0.070943866463779
2017,10,493,2420,144704,18117,86,165820,124041731,133.68081746618,1.95095632775392,0.397446888257308,0.0693315058623295
2017,11,444,2246,135444,17449,104,155687,124041731,125.511792478936,1.81068095542781,0.357944053521794,0.0838427512753752
2017,12,429,2276,122353,16567,91,141716,124041731,114.24864749751,1.83486636444956,0.345851349010923,0.0733624073659533
2018,1,434,2238,127590,17814,76,148152,125327797,118.211604724848,1.78571717812929,0.346291892452239,0.0606409765584565
2018,2,456,2127,124162,16100,74,142919,125327797,114.036154325764,1.69714943605049,0.363845859350739,0.0590451613858656
2018,3,494,2430,136594,16974,93,156585,125327797,124.940359400078,1.93891543469802,0.394166347629967,0.0742054055254797
2018,4,548,2459,136342,16594,80,156023,125327797,124.49193533658,1.96205475470059,0.437253357289923,0.0638326069036385
2018,5,468,2609,144537,17028,77,164719,125327797,131.430539707005,2.08174089264491,0.373420750386285,0.061438884144752
2018,6,546,2399,134385,15951,81,153362,125327797,122.368703249448,1.91418029952286,0.435657542117333,0.0646305144899339
2018,7,496,2711,136724,16606,85,156622,125327797,124.969881980771,2.16312746644705,0.395762162802558,0.0678221448351159
2018,8,580,2598,141990,17050,72,162290,125327797,129.492422179894,2.07296390919566,0.462786400051379,0.0574493462132746
2018,9,495,2630,135089,15461,82,153757,125327797,122.683876746034,2.09849695195711,0.394964255216263,0.0654284220762294
2018,10,563,2536,145090,17632,88,165909,125327797,132.380049734697,2.02349363884534,0.449221971084356,0.0702158675940023
2018,11,571,2400,130565,16906,82,150524,125327797,120.104241519541,1.91497820710915,0.45560523177472,0.0654284220762294
2018,12,509,2513,126895,17366,91,147374,125327797,117.59083262271,2.00514176436054,0.4061349614244,0.0726095903528888
